County	State	Population_Density	Poverty	Infant_Mortality	Suicide	Total_Births	Total_Deaths
Rockdale	GA	601	10.9	3.2	10.3	5044	2540
Schley	GA	25	15.4	9.7	-1111.1	567	391
Screven	GA	24	18.5	13.2	12.4	1998	1706
Seminole	GA	39	20.8	10.9	-1111.1	1308	1068
Spalding	GA	310	16.3	12.3	15.5	4479	3067
Stephens	GA	140	15.6	4.6	14.7	1746	1570
Stewart	GA	11	21.2	15.9	-1111.1	651	724
Sumter	GA	68	20.8	8.5	8.1	2602	1747
Talbot	GA	17	18.1	10.8	-1111.1	802	843
Taliaferro	GA	9	21.4		-1111.1	224	265
Tattnall	GA	48	21.8	8.5	17.5	3183	2123
Taylor	GA	24	20.1	11.8	15.4	1237	1007
Telfair	GA	30	23.1	7.9	14.7	1576	1614
Terrell	GA	32	22.7	16	9.7	1751	1277
Thomas	GA	82	16.9	8.5	12	3172	2419
Tift	GA	154	18.1	8.9	12	3130	1750
Toombs	GA	74	21.1	6.9	10.2	2173	1431
Towns	GA	62	12.1	3.9	16.7	817	1136
Treutlen	GA	34	22	8.6	-1111.1	898	760
Troup	GA	150	15.2	9.1	13.2	4704	3279
Turner	GA	33	22.2	12.8	-1111.1	1492	1082
Twiggs	GA	29	16.5	11.6	18.4	1258	1053
Union	GA	61	12.8	9.5	12.5	1603	1983
Upson	GA	85	16.4	5.2	19.1	1718	1808
Walker	GA	143	14.1	10	10.3	3986	3500
Walton	GA	230	10.6	6.2	10.8	5194	2455
Ware	GA	38	18.9	7.4	15	2444	2131
Warren	GA	21	20.1	14.8	-1111.1	826	818
Washington	GA	30	19.5	11	12.2	2636	2163
Wayne	GA	44	17.5	10.8	11.7	1847	1288
Webster	GA	11	17.2		-1111.1	267	260
Wheeler	GA	23	24	3.2	-1111.1	690	588
White	GA	100	11.8	9.7	18.1	2420	1743
Whitfield	GA	313	12.1	6.7	12.2	8918	3541
Wilcox	GA	23	22.2	13.6	-1111.1	1134	896
Wilkes	GA	22	16.9	11	12	1308	1396
Wilkinson	GA	23	15.2	12.6	20.4	1599	1061
Worth	GA	39	17.4	6.4	11.2	2771	1952
Hawaii	HI	42	13.1	6.5	13.5	6349	3764
Honolulu	HI	1509	10.5	7.3	9.5	38506	18565
Kalawao	HI	8			-1111.1	41	25
Kauai	HI	101	10.5	4.5	11.2	3770	2218
Maui	HI	121	10.2	6.4	10.9	5473	2523
Ada	ID	327	9.3	5.9	14.8	14874	5752
Adams	ID	3	13.3		-1111.1	284	319
Bannock	ID	70	13.5	6.5	14.9	7026	2941
Bear Lake	ID	6	11.2	5.3	39.7	846	641
Benewah	ID	12	12.9	10.6	20.8	1155	930
Bingham	ID	21	12.9	4.5	19.1	3772	1432
Blaine	ID	8	6.3	7.9	18.2	2373	737
Boise	ID	4	10	4.6	-1111.1	712	319
Bonner	ID	24	13.4	7.9	18.3	1892	1617
Bonneville	ID	49	11.6	5.2	12.6	7509	2975
Boundary	ID	8	13.8	2.6	23.6	1262	811
Butte	ID	1	14		-1111.1	415	294
Camas	ID	1	7.4		-1111.1	98	49
Canyon	ID	279	13.5	6.5	12	8579	3025
Caribou	ID	4	10	8.6	23.6	1029	591
Cassia	ID	8	14.6	8.7	18.6	3841	1682
Clark	ID	1	16.1		-1111.1	165	67
Clearwater	ID	3	12.8	2.7	13	827	882
Custer	ID	1	12		-1111.1	430	357
Elmore	ID	9	11.7	7.2	12.7	5096	1438
Franklin	ID	19	9.7	8.1	-1111.1	2146	904
Fremont	ID	7	13.2	7.8	14.1	2008	870
Gem	ID	29	11.8	7.5	13.7	1906	1593
Gooding	ID	20	11.7	7.5	14	2188	1362
Idaho	ID	2	15	7.9	19.2	1583	1512
Jefferson	ID	20	11	8	15.4	3483	1190
Jerome	ID	33	12.9	7.8	17.4	3061	1403
Kootenai	ID	103	10.4	6.3	16.9	7493	4340
Latah	ID	32	14	6.2	10.8	2091	1073
Lemhi	ID	2	13.4	8.5	26.1	808	845
Lewis	ID	8	12.3		-1111.1	409	407
Lincoln	ID	4	11.1	3.6	-1111.1	600	332
Madison	ID	66	15.5	5.4	6.2	4881	1045
Minidoka	ID	25	13.3	10.4	15.2	3539	1659
Nez Perce	ID	45	11.8	8	25.5	2243	2089
Oneida	ID	4	10.3	0	-1111.1	552	368
Owyhee	ID	1	16.2	10.8	17.5	1734	783
Payette	ID	54	13.4	9.5	19.1	3026	1844
Power	ID	6	14.5	2.7	-1111.1	1227	501
Shoshone	ID	5	16.6	12.5	19.3	1554	1760
Teton	ID	17	9	8.8	18.3	1118	275
Twin Falls	ID	36	12.7	6.9	13.9	4918	3102
Valley	ID	2	9.7	3	24.2	742	592
Washington	ID	7	13.8	6.6	-1111.1	1340	1145
Adams	IL	78	11.2	6.6	9.8	4087	4194
Alexander	IL	38	22.2	13.1	12.6	1376	1296
Bond	IL	47	10.8	8.5	8.5	1959	1761
Boone	IL	179	7.7	5.5	7	3117	1514
Brown	IL	22	11.6	1.9	-1111.1	580	587
Bureau	IL	41	8.6	5.6	9.6	2142	2090
Calhoun	IL	20	8.6		-1111.1	493	656
Carroll	IL	36	9.8	11	13	1733	2066
Cass	IL	37	10.5	7.8	9.6	1843	1611
Champaign	IL	185	12.6	8.6	9.1	6883	3592
Christian	IL	50	10.5	6.6	15.5	1984	2164
Clark	IL	34	10.3	4.7	12.1	1939	2164
Clay	IL	30	11.8	5	9.5	1759	1892
Clinton	IL	76	7.4	5.6	13.2	1978	1649
Coles	IL	100	13.2	6.9	10.2	2904	2586
Cook	IL	5608	14.5	8.5	7.5	247949	134307
Crawford	IL	45	11.7	6.3	8.2	2144	2441
Cumberland	IL	32	10.1	6	12.5	1320	1227
DeKalb	IL	154	9.3	8.1	8	5686	3018
De Witt	IL	42	9.9	8.2	13	2060	1921
Douglas	IL	48	8.1	5.6	11.4	2925	2010
DuPage	IL	2785	5.9	6.6	7.3	39133	17092
Edgar	IL	31	11.6	8.7	12.4	2193	2565
Edwards	IL	31	9.2	8.9	-1111.1	745	872
Effingham	IL	72	8.9	8.7	8.4	2305	1677
Fayette	IL	30	13.1	6.1	10.7	2534	2499
Ford	IL	29	8.2	10.1	6.7	1752	2059
Franklin	IL	96	14.8	11.4	12.5	2375	2869
Fulton	IL	44	11.3	5.4	11.3	2052	2418
Gallatin	IL	19	15.8	5	-1111.1	676	916
Greene	IL	27	12.2	5	14.1	1794	1884
Grundy	IL	104	6.1	5.9	7.3	2553	1628
Hamilton	IL	19	12.2	7.5	-1111.1	909	1086
Hancock	IL	24	9.8	4.8	11	2163	2374
Hardin	IL	26	14.8		-1111.1	459	697
Henderson	IL	21	10.2	4.3	12.3	793	874
Henry	IL	61	8.3	8.1	10.5	2849	2711
Iroquois	IL	27	9.9	5.1	11.3	1773	1958
Jackson	IL	99	19.3	8.6	7.9	3372	2379
Jasper	IL	20	10.1	9.4	-1111.1	1192	1089
Jefferson	IL	71	13.7	5.9	9.5	2358	2104
Jersey	IL	61	8.4	5.6	14	2390	2251
Jo Daviess	IL	38	7.6	4.1	11.5	2433	2198
Johnson	IL	38	12.7	8.7	13.4	1140	1204
Kane	IL	926	7.4	6.5	8.4	24712	7572
Kankakee	IL	160	11.3	9.5	10.2	4620	3287
Kendall	IL	248	4.1	7	10.5	4870	1570
Knox	IL	74	12.7	7.1	10.9	3115	3540
Lake	IL	1570	6.9	5	7.6	31544	11514
La Salle	IL	99	10.2	5.7	9.4	4218	3756
Lawrence	IL	43	12.5	9	11.9	1617	2490
Lee	IL	49	8.8	6.5	15.2	1851	1956
Livingston	IL	38	9.7	7.1	9.3	2546	2061
Logan	IL	50	10.5	5.4	7.7	1668	1719
McDonough	IL	54	15.9	6.7	7.5	1484	1491
McHenry	IL	504	4.5	4	6.4	12521	4838
McLean	IL	134	9.4	9.2	9.8	6277	3202
Macon	IL	190	13.5	8.1	8.4	4296	3538
Macoupin	IL	57	10.3	6.1	12.7	2787	3027
Madison	IL	365	10.6	7.8	13.6	10077	7994
Marion	IL	70	13.6	6.6	18.7	2589	2598
Marshall	IL	34	7.9	8.6	-1111.1	1457	1659
Mason	IL	29	11	8.2	15.4	1916	1986
Massac	IL	64	13.2	3.5	14.5	1923	2216
Menard	IL	41	8.5	5.5	9.8	1395	1216
Mercer	IL	30	8.7	4.8	6.2	1848	1788
Monroe	IL	80	4.1	5.2	-1111.1	1737	1214
Montgomery	IL	43	12.5	1.8	22.8	1700	1863
Morgan	IL	63	11.7	6.3	8	2065	2064
Moultrie	IL	43	8.4	6.6	12	1854	2022
Ogle	IL	72	8	6.4	11.2	2973	2317
Peoria	IL	294	13.4	8.3	9.9	7793	5362
Perry	IL	52	13.3	5.5	14.7	2435	2580
Piatt	IL	38	6.1	6.1	-1111.1	1839	1547
Pike	IL	21	12.5	2.9	13.1	1917	2242
Pope	IL	11	14		-1111.1	400	466
Pulaski	IL	34	19.8	14	-1111.1	954	1058
Putnam	IL	38	6.5	8.4	-1111.1	668	542
Randolph	IL	57	11.4	11.7	14.4	1877	1948
Richland	IL	44	12	7.8	10.4	1993	1933
Rock Island	IL	346	11.6	6	11.7	5817	4418
St. Clair	IL	392	14.5	9.7	9.3	11014	7826
Saline	IL	68	15	11.2	12.1	1524	2097
Sangamon	IL	222	10.1	9.2	10.9	7586	5430
Schuyler	IL	16	9.5	5.5	15.3	803	949
Scott	IL	22	9.6	5.4	-1111.1	627	628
Shelby	IL	29	9.4	7.5	7.8	2566	2581
Stark	IL	21	9.2	8.9	17.8	759	876
Stephenson	IL	85	10.2	7.5	9.2	2950	2608
Tazewell	IL	200	8.1	7.1	15.4	4784	3804
Union	IL	44	13.7	4.7	12.5	2099	2528
Vermilion	IL	92	14	10.2	9.9	5681	4857
Wabash	IL	56	11.4	7.2	-1111.1	1389	1422
Warren	IL	32	11	3.7	8.3	2140	2133
Washington	IL	27	7.2	6	9.5	1640	1710
Wayne	IL	24	12	9.6	13.9	1948	2109
White	IL	31	12	1.4	10.4	1623	2348
Whiteside	IL	87	9.4	5.3	9.5	3750	3107
Will	IL	768	6.7	6.2	9.2	27088	9565
Williamson	IL	150	13.6	5.5	11.9	3628	3675
Winnebago	IL	562	12.3	8.5	10.1	11909	7470
Woodford	IL	71	6	7.5	7.1	2144	1719
Adams	IN	100	9.9	6.5	6.4	3081	1477
Allen	IN	523	10.2	7.2	13.2	15756	7927
Bartholomew	IN	181	8.3	7.7	12.7	5207	3155
Benton	IN	22	7.5	3.8	-1111.1	1411	960
Blackford	IN	84	9.2	10.2	10.2	1733	1536
Boone	IN	123	5.8	7.1	14.9	3218	2125
Brown	IN	49	8.2	6.9	12.6	1328	1239
Carroll	IN	55	7.5	4.1	13.5	2457	1754
Cass	IN	97	9.7	7.3	10.9	2874	2152
Clark	IN	271	9.4	6.1	11.5	6587	4855
Clay	IN	76	9.6	9.6	15.5	1776	1550
Clinton	IN	84	9.1	9.4	12.5	2668	1810
Crawford	IN	37	12.9	6.3	17.2	1245	1083
Daviess	IN	71	12.4	7.5	12.8	2414	1534
Dearborn	IN	161	6.8	7.4	11.6	3227	1891
Decatur	IN	68	9	10.9	8	1926	1145
De Kalb	IN	115	7	7	11.4	2877	1708
Delaware	IN	296	13.4	11	12.4	4015	3520
Dubois	IN	95	5.6	6.3	17.2	2684	1833
Elkhart	IN	421	9.5	7.5	8.5	9309	4252
Fayette	IN	116	10.4	7.6	12.7	1707	1537
Floyd	IN	486	9.2	5.3	10.6	4326	3460
Fountain	IN	44	9.3	10	12.2	2343	2121
Franklin	IN	60	8	8.8	10.4	2813	1754
Fulton	IN	56	9.5	11.8	11.5	2630	2149
Gibson	IN	68	8.1	6.6	12.7	1975	1734
Grant	IN	170	12.5	9.9	14.1	4325	4018
Greene	IN	62	10.9	9.9	12.6	1923	1777
Hamilton	IN	605	3.6	6.4	9.5	10229	2914
Hancock	IN	206	5	3.9	13.9	3872	2150
Harrison	IN	76	8.1	2.7	8.9	2222	1504
Hendricks	IN	312	4.6	5.3	10.3	7017	3510
Henry	IN	120	9.5	7.3	11.5	2863	2744
Howard	IN	290	10.3	7.2	10.1	5972	4477
Huntington	IN	100	7.6	4.1	7.2	2425	1917
Jackson	IN	83	8.8	5	10	2975	2071
Jasper	IN	57	7.4	4	8.7	1999	1276
Jay	IN	56	10.9	9.1	15.3	3191	2317
Jefferson	IN	90	10.3	7.2	14.2	1809	1563
Jennings	IN	75	9.8	6.6	9.5	1964	1222
Johnson	IN	401	7	5.9	10.5	4901	2976
Knox	IN	74	13.7	9	14	2223	2325
Kosciusko	IN	142	7.5	7.9	8.7	5567	3026
Lagrange	IN	97	7.9	6.2	10.7	3571	1104
Lake	IN	993	12.7	9.3	10.8	20729	14436
La Porte	IN	185	9.9	7.4	11.1	4066	3114
Lawrence	IN	103	9.7	10.5	12.1	2864	2414
Madison	IN	288	11	10.6	14.1	4909	4396
Marion	IN	2178	12.5	8.5	12.4	43869	22658
Marshall	IN	106	7.5	3.8	10.1	3417	2070
Martin	IN	31	9.9	6.1	10.6	1450	1071
Miami	IN	95	10	6.1	8.1	2286	1607
Monroe	IN	308	12.4	7.2	9.5	3747	2247
Montgomery	IN	76	9.2	5.7	16.2	2440	1870
Morgan	IN	172	7.8	6.4	13.1	4558	2720
Newton	IN	36	8.2	6	7.5	1636	1371
Noble	IN	115	8.1	8	12.5	3493	1915
Ohio	IN	68	7	3.6	-1111.1	611	555
Orange	IN	49	12	10.1	12.3	2534	2130
Owen	IN	59	10.3	6	12.3	2410	1907
Parke	IN	39	11.3	12.4	20.1	1780	1667
Perry	IN	50	9.4	11	12.7	2109	1921
Pike	IN	38	9.2	12.7	13.8	1500	1411
Porter	IN	377	6.8	8	14.2	5518	3482
Posey	IN	66	7.6	9.2	12.2	1300	1149
Pulaski	IN	32	9.5	10.5	14.4	1717	1450
Putnam	IN	77	9.1	5.8	12	2056	1542
Randolph	IN	59	10.9	8.9	10.3	1691	1435
Ripley	IN	62	8.1	1.5	12.3	1978	1234
Rush	IN	44	8.6	3.1	9.2	2511	1914
St. Joseph	IN	582	11.8	7.4	11.8	11339	7252
Scott	IN	125	11.8	5.7	12.3	3085	2339
Shelby	IN	106	8.5	8.9	12.8	2916	1909
Spencer	IN	51	7.6	6.7	9.4	2645	1816
Starke	IN	74	11.7	6.7	14.1	3014	2551
Steuben	IN	109	8.1	8	10.1	2130	1370
Sullivan	IN	49	11.8	8.8	20.4	2521	2603
Switzerland	IN	44	10.9	3.1	20.7	1064	930
Tippecanoe	IN	308	11.9	9	9.1	5871	2956
Tipton	IN	63	6.7	7.3	7.9	1993	1631
Union	IN	45	9.1	4.7	-1111.1	947	673
Vanderburgh	IN	738	11.8	9.4	16	6950	5647
Vermillion	IN	64	9.2	6.8	18.5	2130	2193
Vigo	IN	254	13.7	7.5	13.3	3860	3584
Wabash	IN	82	8.7	8.3	12.5	2050	1956
Warren	IN	24	7.2	5.9	14.6	939	886
Warrick	IN	147	5.8	4.3	10.2	3219	2245
Washington	IN	54	10.5	3.4	10.3	1742	1302
Wayne	IN	171	11.7	10.3	12.6	4446	4005
Wells	IN	76	6.8	3.5	8.8	1714	1293
White	IN	48	8.3	5.7	14.9	1766	1330
Whitley	IN	96	6.2	5.7	10.3	2115	1405
Adair	IA	14	8.5	3.1	-1111.1	738	1168
Adams	IA	10	9.8		-1111.1	438	612
Allamakee	IA	23	9.2	7.1	10.5	1717	1668
Appanoose	IA	28	13.6	4.3	11.7	1537	1801
Audubon	IA	15	8.5	3.4	-1111.1	673	936
Benton	IA	38	6.5	2.6	8	1532	1166
Black Hawk	IA	222	11.5	6.5	8.4	4748	3384
Boone	IA	47	7.6	6.5	10.7	1537	1454
Bremer	IA	54	6.3	3.3	13	2377	2235
Buchanan	IA	37	8.8	6.4	12.9	2980	2082
Buena Vista	IA	35	9.5	3.7	7.4	2420	2102
Butler	IA	26	7.9	4.2	10.6	1580	1951
Calhoun	IA	18	9.9	1.1	-1111.1	1037	1570
Carroll	IA	37	7.6	5.3	8.8	2546	2363
Cass	IA	25	10.4	4.3	11.1	1530	1979
Cedar	IA	31	5.8	3.4	12.9	1939	1779
Cerro Gordo	IA	79	9	4.7	11.1	2553	2604
Cherokee	IA	21	8.1	2.6	10.2	1306	1639
Chickasaw	IA	25	7.8	5.4	12.8	1461	1464
Clarke	IA	21	9.5	5.2	13.1	1039	981
Clay	IA	30	8.4	5.6	10.7	2004	1823
Clayton	IA	24	8.7	6.2	16.4	1987	2231
Clinton	IA	72	10.4	6.8	11.5	2957	2726
Crawford	IA	24	9.9	6.9	6.5	2055	1715
Dallas	IA	88	5.2	6.8	9.3	2793	1572
Davis	IA	17	11.3	5.8	-1111.1	1170	968
Decatur	IA	16	14.4	7.2	-1111.1	950	1041
Delaware	IA	31	8.2	7.2	8.1	2225	1562
Des Moines	IA	98	11.4	5.8	12.9	2572	2162
Dickinson	IA	44	6.5	6.2	13.2	1599	1831
Dubuque	IA	151	8.4	5.4	10.9	5934	4195
Emmet	IA	27	8.7	6.1	8.4	1259	1358
Fayette	IA	29	10.8	5.2	8.1	2432	2575
Floyd	IA	33	9.5	3.4	12.6	1926	2066
Franklin	IA	18	8.1	2.8	-1111.1	1220	1373
Fremont	IA	15	9.3	7.8	-1111.1	847	1130
Greene	IA	18	9.2	9.1	14	1092	1364
Grundy	IA	25	5.2	6.4	12.5	1203	1339
Guthrie	IA	20	8.3	1.7	15.6	1334	1426
Hamilton	IA	28	7.2	5.7	8.3	1944	1740
Hancock	IA	21	6.8	4.5	10.3	1240	1291
Hardin	IA	32	8.7	4.7	9.9	2152	2492
Harrison	IA	23	8.6	5.7	13.1	1741	1978
Henry	IA	47	9.1	9.9	5.2	2368	2006
Howard	IA	20	9.3	6	12.3	1094	1303
Humboldt	IA	23	8.3	3	20.3	1104	1221
Ida	IA	17	8.7	10.6	-1111.1	843	1065
Iowa	IA	27	6.1	5.4	10.7	1881	1700
Jackson	IA	32	9.9	8	16.4	2363	2198
Jasper	IA	52	7.4	5.3	8.7	2272	1758
Jefferson	IA	37	11.2	3.5	18.7	1580	1491
Johnson	IA	191	10.7	2.8	8.1	4329	1565
Jones	IA	36	8.8	7.6	11	2106	1827
Keokuk	IA	19	10	2.5	12.3	1353	1351
Kossuth	IA	17	9.1	7.3	-1111.1	1713	2011
Lee	IA	71	11.2	7.7	16.2	2084	2185
Linn	IA	277	7.8	5.5	10.8	8352	4408
Louisa	IA	29	8.9	3.9	12.4	1685	1123
Lucas	IA	22	11.6	6.2	15	1094	1149
Lyon	IA	20	7.3	7.4	-1111.1	1523	1234
Madison	IA	27	6.8	9.4	14.7	1763	1530
Mahaska	IA	39	10.5	6.8	8.6	2781	2189
Marion	IA	60	7.8	4.5	7.5	2013	1640
Marshall	IA	69	10.6	4.7	10.9	2781	2508
Mills	IA	35	8.3	4	11.4	1696	1318
Mitchell	IA	23	8.7	9.4	11.7	1318	1401
Monona	IA	14	10.4	3.2	14.8	1075	1631
Monroe	IA	18	10.1	4.9	23	905	1034
Montgomery	IA	27	10.1	9.5	15.7	1420	1694
Muscatine	IA	97	9.5	3.2	8.1	3153	1938
O'Brien	IA	25	7.8	7.6	10.4	1758	1910
Osceola	IA	17	6.8	9.8	15.6	783	849
Page	IA	30	11.4	13.2	11.6	1772	2329
Palo Alto	IA	17	9	7.2	-1111.1	1074	1383
Plymouth	IA	29	6.4	6.5	9.1	3060	2427
Pocahontas	IA	14	9.6	4.7	14.4	729	1157
Polk	IA	704	8.6	5.8	11.3	18625	8506
Pottawattamie	IA	94	10.2	7.1	13.2	6063	4290
Poweshiek	IA	32	9	4.5	10.6	1982	2190
Ringgold	IA	10	12.4	3.8	-1111.1	560	833
Sac	IA	18	9	7.2	12.5	1230	1655
Scott	IA	352	10.3	5.5	10.9	6723	4001
Shelby	IA	21	7.8	7.3	11.6	1383	1610
Sioux	IA	42	6.5	3.6	7.2	2252	1279
Story	IA	140	9.8	4.4	6.1	4584	2328
Tama	IA	25	8.9	7.1	17	2358	2115
Taylor	IA	12	10.7	6	11.3	748	960
Union	IA	28	11.1	10.1	17.9	1410	1578
Van Buren	IA	16	11.2	6.3	15.8	897	1011
Wapello	IA	83	12.2	4.5	12.4	2209	2107
Warren	IA	75	6	7.2	14.2	2492	1677
Washington	IA	38	7.7	7.3	11.5	3002	2321
Wayne	IA	13	12.5	9.2	-1111.1	732	1084
Webster	IA	55	10.8	8.2	11	2439	2345
Winnebago	IA	28	8.3	5.2	10.3	1283	1418
Winneshiek	IA	31	7.8	3.8	4.5	2064	1842
Woodbury	IA	118	11.2	7.6	14	4839	2816
Worth	IA	19	7.2	8	20.9	839	1031
Wright	IA	24	8.3	6.2	8.9	1600	1954
Allen	KS	27	13.9	3.8	19.5	1756	1875
Anderson	KS	14	12.2	6.7	17.1	981	1066
Atchison	KS	39	11.8	6.3	10.6	2119	1868
Barber	KS	4	11.3		32.5	490	782
Barton	KS	31	12.4	8.4	10.5	1782	1614
Bourbon	KS	24	14.3	7.3	14.8	1978	2063
Brown	KS	18	12.8	11.5	-1111.1	1349	1475
Butler	KS	44	8.4	6.5	10.5	3720	2654
Chase	KS	4	10.4	3.8	-1111.1	563	428
Chautauqua	KS	6	13.8	18.8	-1111.1	368	719
Cherokee	KS	37	14.5	6.8	13.8	2918	2695
Cheyenne	KS	3	9.8		-1111.1	283	403
Clark	KS	2	10.6		-1111.1	252	347
Clay	KS	13	10.4	7.4	12.6	918	1174
Cloud	KS	14	11.4	7.4	12.6	1041	1657
Coffey	KS	14	9.1	6.4	-1111.1	1046	1048
Comanche	KS	2	9.5		-1111.1	206	365
Cowley	KS	31	13.4	9.1	16.9	2430	2230
Crawford	KS	64	15.2	6.4	16.1	2652	2315
Decatur	KS	4	10.9		-1111.1	320	580
Dickinson	KS	23	9.2	6.6	12.5	2190	2440
Doniphan	KS	20	11.5	2.5	15.3	914	866
Douglas	KS	225	12.4	5.3	9.7	6020	2676
Edwards	KS	5	11		-1111.1	401	529
Elk	KS	5	14.9		-1111.1	282	572
Ellis	KS	30	10.6	5.7	13.3	1762	1229
Ellsworth	KS	9	9.3	13.1	-1111.1	511	894
Finney	KS	30	13.2	7	6.5	4172	1047
Ford	KS	31	11.8	11.1	8.4	3322	1370
Franklin	KS	46	9.9	7	11.7	3448	2473
Geary	KS	64	12.9	9.2	16.5	2943	1037
Gove	KS	3	10		-1111.1	341	405
Graham	KS	3	11		-1111.1	238	423
Grant	KS	13	10	8.8	13.8	1502	539
Gray	KS	7	8.9	4.8	-1111.1	931	518
Greeley	KS	2	9.1		-1111.1	180	200
Greenwood	KS	6	13	15.1	20.2	816	1285
Hamilton	KS	3	11.6		-1111.1	371	293
Harper	KS	8	12.1	1.7	-1111.1	667	1049
Harvey	KS	63	8.9	3.2	9	2199	1761
Haskell	KS	7	10.6	4.4	-1111.1	741	281
Hodgeman	KS	2	8.9		-1111.1	208	244
Jackson	KS	21	9.4	8.8	-1111.1	1633	1313
Jefferson	KS	36	7.7	8.9	11.5	2096	1571
Jewell	KS	4	11.6		-1111.1	295	568
Johnson	KS	1062	4.8	4.5	10.7	21746	8591
Kearny	KS	5	9.8	4.7	-1111.1	708	365
Kingman	KS	9	10.2	3.6	11.8	911	1070
Kiowa	KS	4	11		-1111.1	394	384
Labette	KS	34	13.8	5.6	14.6	2800	3048
Lane	KS	3	8.5		-1111.1	216	267
Leavenworth	KS	158	8.3	7.2	13.5	4597	2607
Lincoln	KS	5	10.7		-1111.1	335	566
Linn	KS	17	12	7.4	17	1056	1219
Logan	KS	3	9.1		-1111.1	337	389
Lyon	KS	42	12.9	3.7	14.5	2681	1459
McPherson	KS	33	8	5.2	10.4	1725	1721
Marion	KS	14	9.4	5.6	8.2	1389	1849
Marshall	KS	12	9.9	5.1	-1111.1	1090	1577
Meade	KS	5	10.1	8.4	-1111.1	669	510
Miami	KS	53	8	6.7	16.3	1942	1259
Mitchell	KS	9	10	3.3	-1111.1	669	1051
Montgomery	KS	54	13.8	12.2	18.3	2370	2423
Morris	KS	9	9.5	5.1	-1111.1	669	798
Morton	KS	4	9.8	3.9	-1111.1	569	320
Nemaha	KS	15	9.1	5.6	12.3	1413	1513
Neosho	KS	29	13	5.6	13.5	1995	2088
Ness	KS	3	9.1		-1111.1	340	501
Norton	KS	6	10.6		-1111.1	549	741
Osage	KS	24	9.5	6.4	14.5	1908	1823
Osborne	KS	5	11.6		-1111.1	398	773
Ottawa	KS	8	8	4.8	-1111.1	688	798
Pawnee	KS	9	11.3	11	14.8	719	865
Phillips	KS	6	10.7	7	-1111.1	648	931
Pottawatomie	KS	23	9.1	7	13.7	2699	1664
Pratt	KS	13	10.5	10	20	1116	1181
Rawlins	KS	2	11.1		-1111.1	243	413
Reno	KS	51	12.5	6.2	12.1	4221	3447
Republic	KS	7	10.8		-1111.1	504	1039
Rice	KS	14	11.7	5.4	8.9	1232	1304
Riley	KS	103	14.2	8.4	8.4	4648	1565
Rooks	KS	6	11	7.4	-1111.1	613	803
Rush	KS	5	10.8		-1111.1	347	566
Russell	KS	8	11.3	1.5	-1111.1	720	1039
Saline	KS	75	10.4	6.7	10.8	3713	2455
Scott	KS	6	7.5	6.7	-1111.1	665	575
Sedgwick	KS	466	11.8	8.4	11.3	22574	11402
Seward	KS	36	13.8	7.5	7.2	4931	1384
Shawnee	KS	313	10.9	7.7	14.4	7414	5230
Sheridan	KS	3	10.2		-1111.1	250	356
Sherman	KS	6	13	4	15.3	839	703
Smith	KS	5	10.3		-1111.1	357	780
Stafford	KS	6	12.5	10.9	-1111.1	520	750
Stanton	KS	3	10.9		-1111.1	406	189
Stevens	KS	7	10.2	5	-1111.1	875	464
Sumner	KS	21	10.6	4.3	15.5	1622	1412
Thomas	KS	7	10.2	8.4	15.7	1065	775
Trego	KS	3	11.5		-1111.1	301	494
Wabaunsee	KS	9	7.5	0	16.4	762	682
Wallace	KS	2	13.2		-1111.1	222	205
Washington	KS	7	10.5	1.6	-1111.1	673	1021
Wichita	KS	3	11.5		-1111.1	371	226
Wilson	KS	17	13	12.3	15.8	1173	1485
Woodson	KS	7	12.6		-1111.1	359	603
Wyandotte	KS	1029	16.1	10.1	17.1	8477	4669
Adair	KY	43	20	10.5	11.7	2127	1740
Allen	KY	54	14.8	7.3	14.6	2267	1913
Anderson	KY	101	9.2	5	12.5	2446	1508
Ballard	KY	33	13.6	2.3	16.6	987	1117
Barren	KY	82	15.3	4.6	10.1	2400	2089
Bath	KY	42	18.5	10.5	12	1445	1237
Bell	KY	82	25.8	9.2	13.3	1841	1850
Boone	KY	432	7.1	6.4	7.1	7302	2710
Bourbon	KY	68	13.6	8.4	10.4	2392	2035
Boyd	KY	310	15.3	7.7	9.9	2844	3037
Boyle	KY	156	13.3	5.2	10.6	1551	1549
Bracken	KY	43	11.7	13.3	-1111.1	1083	898
Breathitt	KY	32	26.2	9.7	15.3	1874	1752
Breckinridge	KY	34	15.4	5.6	18.2	2179	1892
Bullitt	KY	229	9.5	5.3	10.9	3763	1888
Butler	KY	31	16.1	9.9	17.2	1572	1313
Caldwell	KY	37	14.5	4.7	16	1455	1765
Calloway	KY	91	14.8	3.5	16.4	1724	1779
Campbell	KY	576	10.3	7.1	11.8	6163	4342
Carlisle	KY	28	12.8	1.8	20.9	605	715
Carroll	KY	80	13.3	6.4	20.2	1385	1111
Carter	KY	67	20.4	8.4	13.4	1784	1467
Casey	KY	37	21.2	5.7	17.3	1969	1759
Christian	KY	97	15.9	6.3	11	7771	2993
Clark	KY	137	12.4	7.1	13.9	2118	1584
Clay	KY	51	30.3	12.2	8.1	3047	2218
Clinton	KY	48	21.7	7.2	17.8	1229	1118
Crittenden	KY	25	16.8	8	9.9	988	1238
Cumberland	KY	23	20.7	4.1	21.4	825	996
Daviess	KY	201	13	7.4	11.8	6580	4509
